name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
Spiegel Design Group,,USA,CA,90049,Los Angeles,"11693 San Vicente Blvd.,",Suite 501,0
Starport Systems,,USA,CA,92618,Irvine,15375 Barranca Pkwy,,1000000.0
Stillwater Scientific Instruments,,USA,ME,04473 ,Orono,20 Godfrey Drive ,,1150000.0
Solve Media,,USA,NY,10001,New York,460 W. 34th Street,14th Floor,4000000.0
SeniorChecked,2010,USA,MD,20814,Bethesda,"6931 Arlington Rd, Suite 308",,0
SMC Social Media Agentur,2005,DEU,,60386,Frankfurt,Muehlheimerstr. 17,,0
Spitogatos.gr,2006,GRC,,16777,Athens,102 Vouliagmenis Ave.,,0
SolveMedia,2009,USA,NY,10001,New York,"460 W. 34th Street, 14th Floor",,0
Success Wizard,2010,USA,CA,94526,Danville,,,0
San Francisco Circuits,2005,USA,CA,94402,San Mateo,1660 S Amphlett Blvd #110,,0
SnapDragon,2010,USA,CA,94123,San Francisco,"Dogpatch Labs, Pier 38 - Suite 210",,0
Sportlyzer,2009,EST,,51014,Tartu,Riia 185A-219,,257000.0
Soweso,2009,USA,NY,,New York,,,0
SPB Software,1999,USA,NV,89706,Carson City,502 East John Street,,0
Softheme,2006,UKR,,01011,Kyiv,"19 Pechersky Uzviz, Suite 107",,0
Student Competitions AB,2009,SWE,,,Stockholm,,,0
Stormpulse,2007,USA,IL,,Chicago,,,47500.0
Swell Software,1997,USA,MI,48060,Port Huron,2920 Pine Grove Avenue,,0
Skedo,2010,BRA,,05411000,S?o Paulo,,,200000.0
Singapore Telecommunications,,SGP,,239732,Singapore,31 Exeter Road,No 19-00 Comcentre,0
SkyPower,2009,CAN,,M5H 3P5,"toronto, Ontario",130 Adelaide street west,30th Floor,50000000.0
Sparkpoint Strategies,2010,USA,MO,63105,Clayton,"130 South Bemiston, Suite 210",,0
SadeceHosting,2006,TUR,,,Istanbul,"Otak??lar Cad. No: 78, Kat:4",Ey?p,0
SkyVu,2008,USA,NE,68130,Omaha,,,0
SmartFurniture.com,,USA,TN,37402,Chattanooga ,430 Market Street,,0
SKB Kontur,1988,RUS,,,Yekaterinburg,"Narodnoy Voli, 19a",,0
Shopallo.com,2010,USA,NY,10001,New York,,,0
SIEVE,2008,BRA,,22451-041,Rio de Janeiro,"225 Marques de Sao Vicente Street, office 22",Genesis Institute of PUC-Rio,0
Slated,,USA,NY,10003,New York,36 East 20th Street,Third Floor,0
Spoon,,USA,WA,98104,Seattle,119 First Avenue South,3rd Floor,0
Strangecode,1999,USA,CA,95928,Chico,"120 W. 2nd Street, Suite 3",,0
SupplementShelf,2010,USA,CA,90029,Los Angeles,4342 1/2 Normal Ave.,,0
Shweeb,,NZL,,,"Ngongotaha, Rotorua",Paradise Valley Road,(500m off State Highway 5),1000000.0
Sabre Airline Solutions,,USA,TX,76092,Southlake,3150 Sabre Drive,,0
Since1910.com,1910,USA,NY,11530,Garden City,815 Franklin Avenue,,0
Saveby,2010,USA,NY,,,,,0
StarGen,1999,USA,MA,01752,Marlborough,225 Cedar Hill Street,Suite 22,15500000.0
Seattle Reverse Mortgage,,USA,WA,98104,Seattle,815 1st Avenue,,0
sellmyapplication.com,2010,USA,MA,,,,,0
Social Intelligence,2010,USA,CA,93101,Santa Barbara,"735 State Street, Suite 600",,0
Simpler Networks ,1999,CAN,,H9P 1H7,Dorval,1840 Transcanada ,Suite 100 ,34000000.0
Southern Company,,USA,GA,30308,Atlanta,30 Ivan Allen Jr. Blvd. NW ,,0
Sonics,1996,USA,CA,95035,Milpitas,890 N. McCarthy Blvd,Suite 200,12000000.0
Still Muzik,2008,FRA,,75000,Paris,,,0
Sponsormob,2006,DEU,,10178,Berlin,Mobile Space Ltd. ,Monbijouplatz 8,0
Sironta Software,2010,ESP,,08042,Barcelona,Carrer Marie Curie 8-14,,0
SPORT195,2008,USA,NY,10017,New York,,,0
Sdingo,2010,USA,MA,02110,Boston,101 Federal Street,,0
SyMynd,2010,USA,CA,94555,Fremont,4195 Sedge St,,0
StarTek,,USA,CO,80206 ,Denver,44 Cook Street,Suite 400 ,0
Summit Business Media,,USA,KY,41018,Erlanger,5081 Olympic Blvd.,,0
SpeechPhone,,USA,CA,92630 ,Lake Forest,2 South Pointe,Suite 100,0
SynapseIndia,2000,IND,,201301,,"F 18, Sector 11",Noida ,0
Sellaround,2010,DEU,,70178,Stuttgart,Tuebinger Strasse 55B,,0
Sexy Daily Deals,2010,USA,CA,90210,Beverly Hills,,,0
SKY MobileMedia,2003,USA,CA,92130,San Diego,11975 El Camino Real ,Suite 300 ,15000000.0
SunRise Group of International Technology,2007,IND,,482003,Jabalpur,"385 ""SHUBHAM"" NEW ADARSH COLONY Near MR4 Road, I/F Gajannan Park ","Jabalpur - 482001 Madhya Pradesh, INDIA",200000.0
SocialMadeSimple,2009,USA,MA,02459,Newton,180 Wells Avenue,Suite 100,0
Spanlink Communications,1988,USA,MN,55441,Minneapolis,605 Highway 169 North ,,12000000.0
SolidApollo,2008,USA,WA,98037,Lynnwood,16825 48th Ave. W,Suite 307,0
Snappy Networks,2009,USA,GA,30357,Atlanta,,,0
SalesClark,2010,USA,NY,,New York,,,0
SureGrid,,USA,TX,78733,Austin,7004 Bee Caves Road,Building 2,0
SocialMobs,2010,USA,CA,94107,San Francisco,,,0
Sensor Platforms,,USA,CA,95134 ,San Jose,2860 Zanker Road,Suite 210 ,6600000.0
StormMQ,2010,GBR,,BD20 9DB,Skipton,Hamblethorpe Farm,Bradley,0
Smash Haus Music Group,,USA,CA,90266,Manhattan Beach,909 N. Aviation blvd,,40000.0
ShangPharma,,CHN,,201203 ,Shanghai,"No. 5 Building, 998 Halei Road",Zhangjiang Hi-Tech Park Pudong New Area,0
SATISFLY,2008,HKG,,,Central,"66/F, The Center",99 Queen's Road Central,0
SoftTechnics,2007,USA,NY,11235,New York ,601 Brightwater Court,,0
Syndera Corporation,2002,USA,CA,94063,"Redwood City,",805 Veterans Boulevard ,Suite 322 ,10000000.0
Swipe Auctions,2009,USA,FL,,,,,0
SF New Tech,,USA,CA,,Sausalito,,,0
Sea For Life,2007,PRT,,2510,?bidos,"Travessa da Paraventa, n? 1, Gaeiras",,0
SlateCast,2006,USA,TX,78709,Austin,,,0
StreamServe,,USA,MA,01803,Burlington,3 Van de Graaff Drive,,0
Savored,2010,USA,NY,10016,New York,,,3750000.0
Software Innovation,1984,NOR,,1366,Lysaker,"Street address  Rolfsbuktveien 4C, 1364 Fornebu ",,0
Similarity Systems,2001,IRL,,,Dublin,Wilson House ,Fenian Street ,7000000.0
Siterra ,2001,USA,CA,94105,San Francisco,150 Spear St.,Suite 750 ,7000000.0
SwipeGood,,USA,CA,94107 ,San Francisco,1047 Fell St. ,,500000.0
Symetis,,CHE,,1012 ,lausanne,avenue du temple 19,,25800000.0
Sonorika.com,2003,ITA,,80014,Giugliano in Campania,Via Masseria Vecchia 152,,0
Success Sign eSolutions,2010,IND,,110041,New Delhi,"Plot No. 1, 1st floor, Rajendra Park, Opposite Nangaloi, Railway & Metro Station, ",,0
Shade Resource,2008,USA,TX,77598,Webster,265 El Dorado #1605,,0
SuperData Research,2009,USA,NY,10011,New York,116 West 23rd Street,5th floor,0
Skyline Financial,,USA,CA,91301,Agoura Hills,27349 Agoura Road,,8200000.0
Small Act,2008,USA,VA,22102,McLean,1616 Anderson rd ,#225,0
Skillendar,2010,GBR,,EC1V 4PY,London,145-157,St. John Street,0
StudentUniverse,1999,USA,,,,,,0
Syntasia,2009,KOR,,135020,Seoul,5F. MiraeAsset A,"Daechi-dong, Gangnam-gu",1200000.0
srlcinternational,1977,IND,IA,134003,Ambala City,"1321/12, Court Road",,0
srlcindia,1977,IND,,134003,Ambala City,"1321/12, Court Road",,0
speisekarte.de,2008,DEU,,90408,Nuremberg,Nordring 31,,0
Semantic Universe,,USA,CA,90230,Culver City,300 Corporate Pointe,Suite 515 ,0
Spectralmind,2009,AUT,,1040,Vienna,Phorusgasse 8/9,,0
SIS,2005,ITA,,20124,Milano,Piazza San Camillo De Lellis 1,,0
Sychron Advanced Technologies,1998,USA,TX,78705-1124,Austin,3701 North Lamar Boulevard ,Suite 200 ,5000000.0
SeeControl,2004,USA,CA,94025,Menlo Park,2882 Sand Hill Road ,Suite 100 ,9000000.0
Search Control,,USA,UT,84770,St. George ,555 S Bluff St Ste 300,,0
Snark Software,2009,USA,CA,95008,Campbell,,,0
SemiLev,2010,DEU,,63868,Gro?wallstadt ,Industriering 7 ,,0
Sefas Innovation,1991,FRA,,94200,IVRY SUR SEINE,Le Panoramique ,5 avenue de Verdun ,3760000.0
Snapbridge Software,2001,USA,CA,92009,Carlsbad,2111 Palomar Airport Road ,Suite 330 ,3550000.0
Shireburn- Business inventory software,,MLT,,XBX 1425,Ta' Xbiex,"Carolina Court,","Guze Cali Street , ",0
S.A.D.,2010,USA,VA,22033,Woodbridge,3496 Lacrosse CT,,0
SoundFolder,2009,AUS,,6007,Perth,,,0
SDDOCS,,USA,TX,75227,Dallas,,,0
SearchRank,1997,USA,AZ,85086,Phoenix,39506 N. Daisy Mountain Dr.,Suite 122-433,0
Sniply,,USA,CA,94107,San Francisco,200 Brannan Street,Suite 103,0
Skinny Tab,,USA,CA,,Palo Alto,,,0
Spruce Media,2010,USA,CA,94105,San Francisco,,,0
Swarmbuilder,,USA,UT,84101,Salt Lake City,224 S 200 W,Suite 230,0
Snapfinger,,USA,GA,30005,Alpharetta,3025 Windward Plaza,Suite 150,0
Sunflower Broadband,,USA,KS,66044,Lawrence,One Riverfront Plaza,,0
Society of Manufacturing Engineers,,USA,MI,48128,Dearborn,One SME Drive,,0
Solarfun,,CHN,,200135,Shanghai,No. 1199 Minsheng Road,"Building 1, Room 1801",0
Sopheon,1993,USA,MN,55425,Bloomington,3050 Metro Drive,,0
SMCpros,2009,USA,MN,55414,Minneapolis,1313 5th street SE,,0
SinT Mobile Inc d.b.a Stay In Touch Mobile ,2009,USA,IL,60542,North Aurora,391 Lake Run Ln,,0
soshobet,2010,DEU,,,Dusseldorf,,,0
Sourcefabric,2010,CZE,,110 00 Praha 1,Prague,Salv?torsk? 10,,0
Southern IT Solutions,2009,GBR,,TN9 1EP,"Tonbridge, Kent",Riverside House,River Lawn Road,0
Salewiz.com,,USA,FL,,South Beach,,,0
Simplee,2010,USA,CA,94303,Palo Alto,4151 Middlefield RD,,1500000.0
SocialSmack,2010,USA,TX,,Austin,,,290000.0
Speechpad,,USA,CA,94022,Los Altos,399 Main Street,,0
Storage Marketing Strategies,,USA,CA,92121,San Diego,8380 Miramar Mall Rd. #115,,0
Style My Homepage,2008,USA,NY,10017,New York,,,0
SG Analytics,2006,IND,,411014,Pune,"A3 6th Floor; ESpace, IT Park",Nagar Road,0
Shrih Designs,2000,IND,,400101,Mumbai,Singh Estate 3 ,Kandivali East,0
Sario Marketing,2005,USA,NV,89118,Las Vegas,5940 S. Rainbow Boulevard,,0
ScaleDB,2005,USA,CA,94025,Menlo Park,3723 Haven Ave.,,2100000.0
ScaleXtreme,2010,USA,CA,94301,Palo Alto,540 University Avenue,Suite 50,2500000.0
Solar Components,,USA,CA,95008,Campbell,1725 S Bascom Ave,Suite 216,2800000.0
Sports Tracking Technologies,2009,FIN,,FIN-00510,Helsinki,Teollisuuskatu 21,,0
Shoudio,2010,NLD,,1018 XV,Amsterdam,Nieuwe Achtergracht 17,3hoog,0
Stanmore Implants,,GBR,,WD6 3SJ,Elstree,210 Centennial Avenue,Centennial Park,0
Spanning Cloud Apps,2010,USA,TX,78750,Austin,6507 Jester Blvd.,Suite 510-M,2000000.0
Sproom,2010,DNK,,1304,Copenhagen K,"Adelgade 17, 4th floor",,0
STARTeurope,2009,AUT,,1050,Vienna,"Spengergasse 37-39, 3rd floor",,0
Stinger Videos,2009,IND,,110018,New Delhi,"24 / B, Arjun Apt","F-Block, Vikaspuri",0
Social Fabrics,2009,ISR,,,,,,0
Software For Kids,,USA,CA,94404,San Mateo,2217 Armada Way,,0
Strong Street,2010,USA,CA,94705,Berkeley,P.O. Box 5854,,0
SpainNexus,2009,USA,CA,94111,San Francisco,145 Vallejo st.,Suite 2,0
Say-Hey,2009,USA,CA,95661,Roseville,1474 Stone Point Drive,,95000.0
Solar Millennium AG,2006,DEU,,,Eriangen,,,0
SenseHere Technology,,ARE,,,Dubai,Dubai Silicon Oasis,,0
Solar3D,,USA,CA,93117,Santa Barbara,6500 Hollister Ave. Suite 130,,0
Silicon Alley Insider,2007,USA,NY,10011,New York,134 Fifth Avenue ,,3000000.0
Spartz Inc.,2009,USA,IL,60610,Chicago,213 W. Institute Place,Suite 405,0
Skull Ninja,2010,USA,CA,94107,San Francisco,,,0
Stepping Stones Home & Care,,NLD,,3951 ,Maarn,Meentsteeg 6,,0
SMA Financial,1995,GBR,,SE1 3XF,London,Bramah House,65 - 71 Bermondsey Street,0
SE Holdings and Incubations,1985,JPN,,107,Tokyo,Kitaaoyama honda Building ,3-10-18 Kitaaoyama ,24000.0
SWsoft ,1999,USA,VA,20171 ,Herndon,13755 Sunrise Valley Drive,Suite 600 ,0
Straatum Processware,1998,IRL,,,Dublin,Unit 15 Grattan ,Clonshaugh Industrial Estate ,5650000.0
SDL Enterprise Technologies,1998,USA,MA,02451,Waltham,200 Fifth Avenue ,,6000000.0
Solx,,USA,MA,02053,Medway,P.O. Box 716,,3700000.0
Syniverse Technologies,,USA,FL,33647,Tampa,8125 Highwoods Palm Way,,0
SimLab,,USA,CA,92668,Rancho Santa Margarita,11 Via Arribo,,0
Splendor Telecom UK,2006,GBR,,W1B 5TD,London,"Suite 328, Linen Hall ",162-168 Regent Street,0
Serranetga GmbH,1874,CHE,,8004,Zurich,Kanzleistrasse 120,,0
Syllabs,2006,FRA,,75013,paris,15 rue Jean-Baptiste Berlier,,0
Sim Venture,2006,USA,CA,91761,Ontario,2324 S Vineyard Ave,Suite B,0
Scientific Conservation,,USA,CA,94105,San Francisco,"116 New Montgomery, Suite 635",,15650000.0
Sievelogic Software Technologies,2010,IND,,411020,Pune,"#2, Satsang Bhavan, Aundh Road,",Near Botanical Gardens Post Office,0
Sedimap,,FRA,,82000 ,MONTAUBAN,"192, rue Louis L?pine ",,1340000.0
Social Bicycles,2010,USA,NY,11211,New York,,,0
Sparsh Technologies,,AUS,,2000,Sydney,"Level 14, 309 Kent Street",,0
Smartio,,FRA,,30035,N?mes ,Espace Innovation 2 - 110,All?e Charles BABBAGE,453000.0
Satin Technologies,,USA,CA,94085,Sunnyvale,1290 Oakmead Parkway,Suite 101 ,322000.0
Source Audio,2007,USA,CA,,Los Angeles,,,0
SimplyCast,2009,CAN,,B3B 0E8,Dartmouth,7 Mellor Avenue,,0
Speedment,,SWE,,411 04,G?teborg,Kilsgatan 10,,0
Social Tech Pop,2010,USA,IL,60642,Chicago,700 N Chicago,1st Floor,0
Safe Technologies International,1987,USA,FL,33432,Boca Raton,1200 North Federal Highway,Suite 200,5000000.0
Shuffle Master,,USA,NV,89119,Las Vegas,1106 Palms Airport Drive,,0
SciEngines,2007,DEU,,24118,Kiel,Fraunhofer Str. 13,,0
Shoplio,2010,USA,GA,30324,Atlanta,1579 Monroe Dr,Suite F826,0
Salter Labs,,USA,CA,93203,Arvin,100 W. Sycamore Road,,0
Sales Tracking Portal,2007,SGP,,048545,Singapore,"No. 14 Robinson Road, #13-00",Far East Finance Building,0
ShowUhow,,USA,CA,92123,San Diego,9303 Chesapeake Drive,Suite B,3000000.0
Skyara,2010,USA,CA,94109 ,San Francisco,,,0
SurfboardShack.com,2003,USA,,,,,,0
Silverback Acquisitions,,USA,TX,78701,Austin,Frost Tower,"401 Congress Avenue, 29th Floor",11500000.0
SharePointHQ,,CAN,,,Toronto,703 Evans Ave,Suite 668,0
Sifr,2009,USA,NY,10011,New York,902 Broadway,4th Floor c/o General Assembly,0
salonMonster,2010,CAN,,V6J1M7,Vancouver,Suite 106,1917 West 4th Ave.,0
Segmint,2007,USA,OH,44278,Tallmadge,30B Northwest Avenue,Suite 211,0
Softros Systems,2000,USA,CA,90503,Torrance,2972 Columbia St.,Ste 4641,0
ScreenWorks Media,2009,USA,CA,92108,San Diego,1650 Hotel Circle North,,0
SevaCall,,USA,MD,,Potomac,,,0
Socialmarks,,USA,PA,17601,Lancaster,1830 Colonial Village Lane,,0
ScreenAid,2006,USA,NY,11220,Brooklyn,ScreenAid.com,726 64TH ST,0
Scoosh,1998,GBR,,FK10 3SA,Clackmannanshire,Alloa Business Centre,Alloa,0
Shareable Ink,,USA,TN,37215,Nashville,40 Burton Hills Boulevard,Suite 100,4500000.0
SenseLogix,,GBR,,LL17 0JG,St. Asaph,"56 Carlton Court, St. Asaph Business Park,","St. Asaph, Denbighshire,",0
Southern Technology Leaders,,USA,GA,30306,Atlanta,,,0
Software112,2007,ROM,,400305,Cluj-Napoca,str. Traian Grozavescu 2/1,,0
Sopera,2007,DEU,,53113 ,Bonn,Str??chensweg 10,,0
SoluWorks,2006,GBR,,SE5 7EY,London,"14 Netley, Dalwood St",,0
SharkZoo,,USA,IL,,Chicago,,,0
schnapsfiguren.com,2009,CHE,,8057,Z?rich,Schaffhauserstrasse 120C,,0
Sugar Free Media,,GBR,,BH19 1DG,Swanage,Barclays Chambers,Mermond Place,0
Searchmetrics,2007,DEU,,10405,Berlin,Saarbruecker Str. 38,,6750000.0
ScaleUp Technologies,2009,DEU,,10245,Berlin,Gruenberger Strasse 48,,0
SynchTank,2008,USA,,,,,,0
SavATree,,USA,NY,10507,Bedford Hills,550 Bedford Road,,0
SimpleRegistry,2010,USA,DE,19807,Wilmington,4001 Kennett Pike,Suite 134-113,0
Silicus Technologies Inc,2000,USA,TX,77478,Sugar Land,"13131, Dairy Ashford, Ste 210, ",,0
Securidox,2004,GBR,,NW6 5LF,London,Argo House,Kilburn Park Road,0
Skillshare,,USA,NY,10012,New York,,,550000.0
Shopbop,,USA,WI,53713-2708,Madison,101 E. Badger Rd,,0
Scalarium,2008,DEU,,,Berlin,Bl?cherstra?e 22,"Hof III, Aufgang 6",0
Social Catcher,2010,UKR,,65110,Odesa,,,0
Standing Cloud,2009,USA,CO,80302,Boulder,1412 Pearl Street,Suite 200,5000000.0
Simpa Networks,2010,USA,CA,94114,San Francisco,,,1100000.0
San Franola Granola,2010,USA,CA,94108,San Francisco,"26 O'Farrell St, Suite 406",,0
softa,2005,BRA,,,Porto Alegre,Rua Vieira de Castro 202,,0
Smava Poland,2008,POL,,,Wroclaw,ul. Ostrowskiego 30 ,,0
Spotzot,2009,USA,CA,95110,San Jose,"2099 Gateway Place, Suite 320",,0
Standard Microsystems (SMSC),,USA,NY,11788,Hauppauge,80 Arkay Drive,,0
SignStorey,,USA,CT,06824,Fairfield,183 Sherman Street,,0
StrataCom,,USA,ND,58103,Fargo,1316 23rd St S,,0
Skystone Systems,1994,CAN,,K2E 7Y1,"Nepean, ON",146 Colonnade Road,Suite 201,0
SAND,1983,CAN,,H3Z 3L5,Westmount,"215 Redfern, Suite 410 ",,0
SMS PASSCODE A/S,1999,DNK,,DK-2605,Brondby,Park Alle 350D,,0
Summa Four,,USA,NH,03103,Manchester,25 Sundial Avenue,,0
StratumOne Communications,1997,USA,CA,95054,Santa Clara,3900 Freedom Circle,Suite 102,0
SERVICEPRIVE,2005,FRA,,,Courchevel 1850,,,0
SecurityMatters,2009,NLD,,7521 ZG,Enschede,Mirastraat 93,,0
SignalWorks,1994,USA,CA,94043,Mountain View,625 Ellis Street Suite 204,,0
Save Me A Ticket,2010,GBR,,E16 1AG,London,Waterfront Studios, Royal Victoria Docks,0
Svpply,2009,USA,NY,,New York,,,550000.0
Scotty Gear,2003,USA,IL,61104,Rockford,101 15th Ave,,2500.0
SecureRF Corporation,,USA,CT,06880,Westport,175 Post Road West,,0
Sheer Networks,1999,USA,CA,95110,San Jose,2055 Gateway Place,Suite 400,0
Sypixx Networks,2004,USA,CT,06702,Waterbury,108 Bank Street,,0
Spans Logic,2004,USA,CA,94040,Mountain View,201 San Antonio Circle,"Building E, Suite 280",0
StemCyte,1997,USA,CA,91722,Covina,1589 West Industrial Park Street,,2500000.0
Silicon Nile,2010,USA,DE,19801,Wilmington,427 N. Tatnall St.,Suite 43668,0
SalePod.NET,2008,HRV,,10000,Zagreb,Pazinska 52,,0
Skylightit.com,2009,GBR,,w14 0da,,"G1, Shepherds Studios,",,0
Scribol,2010,GBR,,WC1R4NA,London,"72-75 Red Lion Street,",Holborn,0
Shambix,2009,ITA,,,Florence,Via Tornabuoni 4,,0
Super Computer International,2001,USA,GA,30350,Atlanta,8387 Dunwoody Place,,0
Snazzyheels,2007,CAN,,,"Toronto, Ontario",,,0
Status Bureau,2006,CAN,,V7L 1B2,North Vancouver,"#3, 121 1st Street East",,0
Sprint Bioscience,2009,SWE,,S-104 35,Stockholm,Box 23052,,0
Site Intelligence,,GBR,,OX 11 0QG,Oxon,Harwell Innovation Centre,"173 Curie Avenue, Didcot ",7000000.0
SEMCO Engineering,,FRA,,34196,"Cedex 5, Montpellier","625, rue de la Croix Verte",Parc Eurom?decine,0
Skorpios Technologies,,USA,NM,87111,Albuquerque,5600 Eubank Blvd. NE,Suite 170,2000000.0
Screen Media Group,2002,VEN,,,,,,0
sxima-hellas,2010,GRC,,57008,thessaloniki,10 ???.?.?.? ???/????? ??????,,0
StorageApps,1998,USA,NJ,08807,Bridgewater,1001 Frontier Road,,0
Seoul Semiconductor,,PRK,,,Seoul,"148-29, Gasan-dong",Geumcheon-gu,0
Scandinavian Energy Efficiency (SEEB),2006,SWE,,131 50,SALTSJ-DUVNS,Kristinavgen 18 ,,0
Syntarga,,NLD,,6525,ED NIJMEGEN,Toernooiveld 1,,0
Sparkbuy,,USA,WA,98108,Seattle,6100 4th Ave S.,Ste 580,1000000.0
Signature Graphics,1986,USA,IN,46304,Porter,1000 Signature Drive,,0
Scitex Vision,1997,USA,GA,30067,Marietta,2150 New Market Parkway,Suite 108,0
Softengi,1995,UKR,,03142,Kiev,"35/37, Vasylia Stusa Str.",,0
SuperSonic Imagine,2005,FRA,,13857 ,Aix-en-Provenc, Les Jardins de la Duranne - B?t E & F,510 Rue Ren? Descartes,0
"Siva Solutions Inc, American Dental Software",2004,USA,CA, 92860,Norco,"3179 Hamner Ave., Ste. 2",,0
SweetHomeMall,2010,USA,CA,94085,Sunnyvale,440 N. Wolfe Rd.,,0
Supreme Technology,2008,USA,CA,90049,Los Angeles,11940 San Vicente Blvd,250,0
selidbe ,,CSS,,,"Beograd, Nis",Koste Trifkovica 4a,Radoja Dakica 51,0
Sympoz,2010,USA,CO,80202,Denver,1553 Platte St.,,0
Srt.im,2010,USA,NY,10001,New York City,Broadway ,,0
sparkgeo,2010,CAN,,V2K4Z2,Prince George,,,0
SAGE Electrochromics,,USA,MN,55021,Faribault,One Sage Way,,0
Shipping-Exchange Inc.,,IND,,380 015,Ahmedabad,"803,Safal Pegasus","Anand nagar road, Near Prahllad nagar garden,",0
SMARTRAC,,NLD,,,,Strawinskylaan 851,1077 XX Amsterdam,0
Sync Mobile,2010,BRA,,20031005,Rio de Janeiro,"Av. Almirante Barroso, 91",Sala 817,0
Sales Visionaries Inc.,2009,CAN,,T5K 0L0,Edmonton,10818 Jasper Avenue,Box 35004,0
SeQual Technologies,1991,USA,CA,92121,San Diego,11436 Sorrento Valley Road,,0
State Net,,USA,CA,95816 ,Sacramento,2101 K Street ,,0
Scandinavian Startups,2010,SWE,,11457,Stockholm,The Hub Stockholm,"Riddargatan 17D, 3tr",0
Safestorage of Farmington,2005,USA,MO,63640,Farmington,,,0
Slipstream,2010,USA,CA,94609,Oakland,,,20000.0
Star Office Systems,2009,GBR,,NE8 4QB,Gateshead,40 Hyde Park Street,Saltwell,0
Sage Science,2005,USA,MA,01915,Beverly,32 Tozer Road,,2020000.0
SwiftTest,2008,USA,CA,95054,Santa Clara,3255 Scott Blvd.,Suite 2-101,0
Skyline Event Services,,USA,OH,44125,Cleveland ,8600 Sweet Valley Drive,,0
Strongman Movers,,USA,FL,32703,Apopka,1205 Gay St,,0
Stock Market Secrets,1991,IND,,400069,Mumbai,"Sahar Road,",Andheri East,0
Schibsted,,NOR,,NO-0180,Oslo,Apotekergaten 10,,0
SHEEX,2007,USA,SC,29201,Columbia,1237 Gadsden Street,Suite 200E,0
SMI Network,2010,USA,FL,33401,West Palm Beach,224 Datura St. 14th Floor,,0
Softek Storage Solutions,1996,USA,VA,22182,Vienna,1921 Gallows Road,"Tysons International Plaza, Suite 250",0
Sidengo,2011,MEX,,,San Pedro Garza Garcia,,,0
Shuffler.fm,2010,NLD,,1093 NE,Amsterdam,Atlantisplein 1,,0
Sofie Biosciences,,USA,CA,,Culver City,6162 Bristol Parkway,,2000000.0
Sequenta,,USA,CA,94158,San Francisco,409 Illinois Street,,13000000.0
Semco Instruments,,USA,CA,91355,Valencia,25700 Rye Canyon Road,,0
Stellar Satellite Communications,,USA,VA,20166,Dulles,"45240 Business Court, Suite 160",,0
StoneWood Group Inc.,1981,CAN,,M5H 2S8,Toronto,"330 Bay Street, Suite 601",,0
Suite for You,1999,USA,VA,23235,Richmond,10800 Midlothian Turnpike,Suite 100,0
Storitz,2010,USA,CA,90064,Los Angeles,2332 Cotner Ave.,#302,0
Screamin Daily Deals,2010,USA,CA,92675,San Juan Capistrano,30230 Rancho Viejo Rd,Suite 205,450000.0
Sarvega,2000,USA,IL,60181,Oakbrook Terrace,1815 South Meyers Road,Suite 150,0
ServerCare,1999,USA,CA,92127,San Diego,16885 Via del Campo Ct.,Suite 211,0
Sparkolor Corporation,,USA,CA,95050,Santa Clara,2230 Martin Avenue,,0
Smash! Mobile,2009,USA,WA,98112,Seattle,1463 E Republican Street,#115,0
Softcom Microsystems,1996,USA,CA,94538,Fremont,47509 Seabridge Drive,,0
Shiva Corporation,,USA,MA,01730,Bedford,28 Crosby Dr,,0
SolsticeSupply.com,2007,USA,OR,97708,Bend,PO Box 7563,,0
Serebra Learning,,CAN,,V6C 2W2,"Vancouver, BC",999 West Hastings Street,Suite 1660,420000.0
Sky-mobi,,CHN,,201103,Shanghai,"Rm 715, Huana Business Center, No.1733","Lianhua Rd, Minhang District",0
Sidera Networks,,USA,NY,10004,New York,55 Broad Street,2nd Floor,0
Sendit,,SWE,,,Stockholm,,,0
Scratch Audio,2010,USA,AZ,85295,Gilbert,,,0
Scanfil,,FIN,,FI - 85410,SIEVI,Yritystie 6,,0
Sigma,,SWE,,417 56 ,,Lindholmspiren 9,G?teborg,0
SendLabs,2002,USA,NH,03101,Manchester,1230 Elm Street,Fifth Floor,0
